x,y,category
-0.9993539638129548,0.9955670312479268,0
-0.331568094101095,-0.19233614303494254,0
-0.21762063673263338,-1.0131972624339665,0
1.1097918849418484,-0.5057509105223728,0
1.375295381608291,-0.6363227769624992,0
0.595544542689669,-0.5089885926770514,0
0.22105033858811887,-0.37699333160696435,0
-0.7523594473908478,0.24027973398475336,0
0.4634057208077458,1.2095574105477493,0
0.8878149716853964,0.3430217120967222,0
-0.7619485727492282,-1.1848240190043875,0
-1.0925390397279338,0.6983155544288325,0
0.6552674986319394,0.02819438804105338,0
0.34701745905167886,0.7026042171695166,0
0.5174741556724056,0.12261905364268208,0
0.34927595717226834,2.204168294516689,0
1.8197797746675208,1.651334634289492,0
0.09821024095729335,-1.2204792508033737,0
0.7592281311885036,0.27779402401290687,0
0.7283744186674432,-0.8254879319206062,0
2.7556410009649963,0.15959954768796158,0
-0.25063178276849474,-0.108458123600566,0
0.22344528168457684,-1.4605841084252011,0
0.5610528697568747,-0.8117849199563162,0
0.10520583577740132,0.5120433903514888,0
-0.9163172154002808,-1.657460189005528,0
-0.14452029597353555,1.1176520584551326,0
-0.7322168813771889,0.26825702596853507,0
-0.685309545689618,0.23145346253019625,0
0.38253463234894935,1.2647995359745203,0
1.3251654278976186,-1.48134464176816,0
2.538729575489441,0.3277816177794549,0
-0.6595794764920034,-0.1420783237981116,0
-0.48993225991275624,-0.023177926893595747,0
0.6133981048326609,0.7747114637828055,0
0.4386146284272963,-0.6302762839402779,0
1.023519576056455,-0.5955518409502047,0
0.2808068609768765,-0.3112468596389015,0
-1.4896999699539222,-0.2769306774127165,0
1.0304443421132015,0.7090762160387335,0
2.2827422619806454,-0.19779605806794512,0
-0.6892162277925474,0.8553886882620305,0
-0.12346014564303791,-1.110141214204514,0
-0.8533770920261063,1.2417372020593052,0
-1.7010201022520302,-1.1684573110991539,0
-1.394806103256704,0.44963533445243664,0
-2.5407192250067627,0.6681142048374138,0
-0.9511341653167487,-0.09551729327944194,0
0.7739508717062528,0.9462134266804708,0
-0.3012768553289429,-0.584160579734613,0
2.1942148215104504,-0.13076413807023862,0
0.3330092392940448,-0.2808608738606501,0
0.5818625756961847,-0.01619279050500007,0
0.9489799594493126,-1.3278888769797534,0
-2.0002789198418682,-2.160864977618139,0
-0.05230092697693439,-0.2830756833564475,0
0.8985793950131806,-1.0087956996272454,0
-0.4959792184019761,-0.6725330519280576,0
-1.5093608322473067,0.5913792335595376,0
0.5534659157469701,-2.376836384242077,0
-0.7351509829941165,0.3118495963639883,0
0.5441931741013977,0.26330512086786323,0
0.8644286161058966,-0.7998024265128669,0
0.0773573020232078,-1.6284538635907617,0
0.3499847045827055,0.5714406273443999,0
-0.27544630331461095,-1.0720456142397126,0
0.28753242161562376,-0.2386308838693302,0
-0.004897806997013209,0.7262896106889387,0
-0.5907597097559794,0.28147701805320746,0
0.37548262507100805,-1.1723695124741016,0
-0.9118035735798145,0.1559766677524052,0
-1.772886307284255,1.4959037759614748,0
0.8180560604273216,1.2677575894585384,0
-0.6946002492750836,-1.4255773829373244,0
0.22211022457035134,0.9441866884856667,0
0.059509557533228334,0.17939925674205454,0
0.2313652618481009,-0.44963673191987624,0
-0.17720702036252378,0.5388487256402904,0
1.2292573251047065,-0.35324423332727356,0
-0.8797474494079545,1.5180275910232477,0
0.13613493769377946,-0.7519639170027531,0
-1.523698694311482,0.7071123676183303,0
0.8574862234370424,0.7087249399729673,0
2.6758009946880192,-0.1876674458311385,0
0.0823399547550069,0.5040530806987962,0
-0.5223006044055806,0.18721980304007538,0
